gradient1,gradient2,gradient3,gradient4,gradient5
-0.11439479,0.08405389,0.40271863,-0.21681596,0.30885187
-0.6813505,0.36624312,-0.07323351,-0.10912685,0.31189767
-0.45284295,0.61976576,-0.21998148,-0.035643905,0.10936827
0.015974067,0.20024103,-0.13501087,-0.040959284,0.16930689
0.4544959,0.32441187,-0.18503809,-0.09209842,0.14913563
-0.3486183,0.5522633,0.23746108,-0.2910947,0.13201651
0.5514749,0.33421266,0.083358936,-0.21788639,0.15158983
0.45585003,0.33682722,0.20536341,-0.29357424,0.09534743
-0.45949158,1.4932892,0.40838718,-0.75773513,0.07831599
-1.0230956,1.505561,0.13266553,-0.5469546,0.025394376
-1.091519,-0.2846976,0.07788494,-0.48786744,0.053503964
-1.5709126,2.0435445,-0.02993584,-0.5679597,-0.05276204
0.395372,0.60577905,0.44543904,-0.6221108,-0.08533513
-0.2871538,0.06492836,0.38873488,-0.36497477,0.15179116
-1.183535,-0.299412,0.04991311,-0.5472757,0.007211965
-0.4618109,0.04612955,0.44969857,-0.58207494,0.10288301
-0.38228223,0.15417007,0.46131447,-0.7192096,0.027569905
-0.14606148,0.5459093,0.4635726,-0.60895616,0.04694563
-0.27857807,0.42034727,0.118339725,-0.122718565,0.010835324
-0.99118,-0.31106842,-0.077139206,-0.41382295,-0.084870785
-1.0176338,1.1476992,0.31301558,-0.63134766,0.12101882
-0.31026688,0.023592172,0.11395824,-0.25717434,0.026805677
-0.45160985,0.81863844,0.1577071,-0.3647666,-0.019884491
-0.560996,0.40199268,0.49954233,-0.735096,0.118912406
-0.7918588,1.0930552,0.19521959,-0.47582835,0.032638215
0.08720621,0.030947117,0.09619834,-0.049008977,-0.004873818
-1.5886143,-0.72292244,-0.39466015,-0.4102471,-0.26211867
-0.69677025,0.64683896,0.11977743,-0.396424,0.05199238
-1.4103023,1.0245111,-0.11154468,-0.40180716,-0.04850754
-0.14121401,0.30303103,0.4148433,-0.3968825,0.10662977
-1.1044772,-0.38523075,-0.18289232,-0.35369152,-0.12370321
-0.5826235,0.19219534,0.005884858,-0.26048958,0.001015313
0.0057622157,0.123245575,0.23804085,-0.18849392,0.05775918
-0.15585186,0.12660219,0.029462777,-0.08059879,0.015494035
-0.41989926,0.2734402,-0.022125117,-0.13942201,-0.008870304
-0.5632924,0.1407021,0.30440113,-0.07925517,0.21278273
-0.17645146,0.13367796,0.34765217,-0.20015389,0.14764182
-0.7500996,0.5194903,0.3762276,-0.46302348,0.18417528
-0.36234543,-0.0651737,-0.01694072,-0.12578945,-0.012023073
-0.9958455,0.4212912,0.039918616,-0.34915593,0.03157185
-0.8066805,-0.17971303,0.13858753,-0.11952571,0.085928574
-0.5399935,0.06203749,0.1865801,-0.18515016,0.10690418
-0.48849377,-0.057403415,0.009781396,-0.006210526,0.39464676
0.66561824,0.18486711,0.5094311,-0.42844042,-0.05041664
-0.5374606,0.21346487,0.4254807,-0.3641376,0.2775032
-0.83930504,0.12007606,0.44808418,-0.6007446,0.21099728
0.031044912,0.11177172,0.562655,-0.32065454,0.14596868
-1.3389133,-0.17855719,0.20554933,-0.59691644,0.10015221
-0.7621703,-0.18394911,0.44721484,-0.15124449,0.27051803
-0.87055904,-0.066633075,0.49100283,-0.73861986,0.17560044
-1.1793855,-0.24531835,0.0920262,-0.5761019,0.048817076
0.16640365,0.37847745,0.61781096,-0.7216962,0.047548514
-1.015435,0.08184026,0.3529958,-0.5632829,0.26644897
-1.228051,-0.5095893,-0.1096532,0.1106157,0.21485955
0.08388496,-0.18007183,-0.37348956,0.07294997,0.42103258
-1.1204163,-0.43193433,0.30614752,-0.07055497,0.2848755
-0.24635318,-0.1667883,0.4935885,0.0015062084,0.41664377
-1.1008694,-0.3661093,0.5226054,-0.01973226,0.4108909
0.3959193,-0.052774332,0.18152909,-0.0077233436,0.2085976
-1.6679527,-0.640052,0.032037143,-0.4064392,0.11156788
-0.34372142,-0.018248715,0.65731966,-0.2090771,0.32892227
-0.4162177,-0.013607564,0.3662781,-0.26621523,0.20524682
0.008381946,0.08741765,-0.15885502,-0.018531831,0.24066441
0.0353362,0.14736457,-0.41808075,-0.010431453,0.39962056
-1.6979989,-0.6196504,-0.11032939,0.33543956,0.43779725
-1.8170501,-0.7087262,0.45873395,0.30322057,0.5697293
-0.87574,-0.4231272,1.471519,0.1677218,0.75258934
-1.5914056,-0.5705746,0.6665043,0.32510254,0.6833093
0.40598398,-0.1791517,0.45256945,0.10971174,0.48593453
-1.7819613,-0.7488995,-0.04328409,0.34282458,0.45392874
-0.083062,-0.15764998,1.613317,-0.19931398,0.5372112
-2.0191755,-0.75715107,0.7906882,-0.02329692,0.648222
-2.5163074,-1.075137,0.14035118,0.19470178,0.3236538
-0.6812975,-0.2862792,1.1498158,0.11982894,0.69449234
-1.1142108,-0.3961082,1.2558204,0.100582644,0.7309451
-2.494784,-0.9853224,0.36752424,-0.21943648,0.4216413
-0.47696725,-0.27429834,1.4990574,0.035047024,0.7371814
-1.9618104,-0.74870694,1.0825231,0.14495105,0.76731634
-2.5435724,-1.0581346,-0.059376515,-0.47211137,0.12450397
-0.43950444,-0.3545683,1.2498312,0.124320716,0.6445356
-2.5497007,-1.1069319,0.15948729,-0.31575862,0.25623897
-1.4690996,-0.63272595,0.88766056,0.18961108,0.73180217
-2.5542104,-1.1248643,0.21268006,0.009354135,0.4064063
-1.5049796,-0.63823,0.44553885,0.19127615,0.5512114
-1.591744,-0.6862065,0.21140464,0.14835241,0.30321968
-0.85833085,-0.30834895,0.7018105,-0.14485267,0.4797908
-1.3272104,-0.5191142,0.34794882,-0.10788287,0.3214206
-0.08480245,-0.08545278,0.40903345,0.04070938,0.2215328
0.63913375,-0.008119086,0.15767273,0.024721034,0.08228449
-0.15516822,-0.2711221,0.9108158,0.35505432,0.35824814
-1.3255824,-0.43037885,1.0636218,0.23433904,0.66799766
-1.1799508,-0.413088,0.7630909,-0.072432525,0.46740726
-1.7404121,-0.67494136,0.5023894,0.1188661,0.39029664
-0.60289615,-0.41826722,0.15085939,0.21202752,0.2069585
-0.41461974,-0.25152832,0.9452303,0.13262057,0.3970286
-0.86964786,-0.36141345,0.64845556,-0.0026475631,0.3173848
-1.7553436,-0.51003814,-0.07730341,0.04383946,-0.0029672529
-1.0648838,-0.09620653,0.5077527,0.08237379,0.33999243
-1.399103,-0.5855247,0.27399048,-0.07594288,0.2100913
-2.1543915,-0.91239995,0.035337254,-0.10682323,0.00977797
-0.58269924,0.45004362,0.002886166,0.06750249,0.16443735
-1.5837824,-0.0121459495,0.092720285,0.06144723,0.116666764
-2.5402515,-0.9694432,-0.101408124,0.05305895,-0.0448018
-0.94279784,-0.5669139,0.05863414,0.0114348205,0.3771386
-1.7979432,-0.4498896,0.09773877,-0.10522802,0.09228668
-1.2942747,-0.6985383,-0.07564428,0.05929044,0.28633538
0.4808135,-0.19679062,0.25936836,0.04841143,0.45779547
-0.84818184,-0.429692,0.14506023,0.02262805,0.24033505
0.6407475,-0.07985518,0.32781422,0.0011924482,0.44347548
2.7110827,-0.04363128,-0.053190913,-0.11739978,-0.1368792
3.0382655,-0.031435993,0.15315177,-0.21660739,-0.27061474
4.1316247,-0.020568496,-0.35938993,-0.28779605,-0.3330174
2.4151764,-0.10339147,-0.9939628,0.0062862537,0.5141739
3.1427128,0.04068997,-0.97619265,-0.186501,0.27027056
2.2234583,0.022535747,0.027151292,-0.25826633,0.030219376
1.8732191,0.14464478,1.1422229,-0.60499245,-0.3070424
4.047539,-0.07232151,-1.5449989,-0.08243699,0.36152926
3.6896865,-0.051327925,-0.7479814,-0.20490915,0.003157051
3.5970688,-0.024424383,-1.6129922,-0.082905285,0.5181718
2.0631845,-0.0076240306,-0.9020132,-0.017368333,0.25625324
3.1624339,-0.091048,-0.91143763,-0.04982959,0.22660813
2.0931296,-0.065233074,0.05971357,-0.02335624,-0.14120999
0.83554786,0.20806332,-0.5962949,-0.27820772,0.5591505
1.3994759,-0.0033643334,-0.959431,-0.032192897,0.61039186
0.79345065,0.25796342,-0.9116663,-0.21459535,0.73064876
0.23543322,0.455275,-0.23234616,-0.43832362,0.43044096
1.8447112,0.002562909,-0.68543404,-0.10553902,0.5340897
-0.20547663,-0.22282931,-0.7390879,-0.059863023,0.33568344
0.90106493,0.44191894,-0.73758614,-0.30859903,0.54487556
2.7121458,-0.08142729,-1.3564705,-0.029426929,0.588883
1.1032177,-0.027132865,-1.3895351,-0.10707455,0.7570496
0.17241845,0.5008252,-0.29432687,-0.36816165,0.6811127
0.8368839,0.1927594,0.7791711,-0.5620789,0.22904864
2.329755,-0.033473063,-0.96106803,-0.029581035,0.16642657
0.77408063,0.79394346,-0.7280894,-0.3672537,0.3410318
1.7816736,-0.16494232,-1.6483997,-0.0074272603,0.9049478
-0.32199094,-0.4672293,-1.0163113,0.13309084,0.76482606
1.0860316,0.37014067,0.113802776,-0.3474517,-0.12678583
0.30291495,0.020828085,0.5208189,-0.1711036,0.070983894
0.763624,0.007919756,0.38814613,-0.14038059,-0.07210944
0.75945264,0.026773747,0.041584168,-0.10942296,-0.12335297
0.7350222,0.0040750816,0.102759734,-0.081350826,-0.15040232
0.36103252,0.013809046,0.12078774,-0.07705858,-0.08087945
0.34665784,0.059382636,0.43256116,-0.23243539,-0.012999673
1.2980493,0.010238075,0.1468974,-0.12795684,-0.25475243
0.64742255,0.111241296,0.5537285,-0.41896662,-0.12692556
1.4643412,0.0515209,0.4461383,-0.26046965,-0.3434413
1.1447287,0.1442369,0.6248392,-0.5251466,-0.27239925
0.6422435,0.20605129,0.35920852,-0.36334535,-0.13270997
1.2263958,0.17195392,0.41267657,-0.3539278,-0.27337945
0.44365412,0.19903716,0.6374939,-0.5136603,-0.052836474
0.7256346,0.21213283,0.54805034,-0.40640622,-0.15146817
1.4285055,0.08115539,0.39511582,-0.3473216,-0.2613596
0.56145716,0.2008744,0.3419856,-0.39473808,-0.085019015
1.8372196,0.07733711,0.05778261,-0.31534982,-0.2410317
1.8431909,0.02462754,-0.0725623,-0.21897167,-0.12311815
1.3624818,0.13015972,0.2980379,-0.32199883,-0.13975042
2.1826155,0.0061617196,0.084437795,-0.23748434,-0.32788455
1.1606596,0.060861237,0.40612152,-0.32291403,-0.04438543
1.2339585,0.0393836,0.45707273,-0.23411854,-0.27452576
1.0709273,0.028586062,-0.029582161,-0.21742557,0.2653062
1.2013524,-0.006499089,0.33031538,-0.04722875,-0.18987994
0.34121075,0.13792744,0.61823756,-0.4233449,0.088149875
0.34402966,-0.14277875,0.44566804,-0.1764593,0.48932314
1.3973283,0.13922434,-0.08355905,-0.39127678,0.21544662
0.15361178,-0.03816618,0.7600162,-0.08564715,0.16561224
0.5296908,0.015307479,-0.14085135,-0.18087697,0.3269622
-0.25934756,0.066356786,0.7306904,-0.6454135,0.2833355
0.28683215,-0.08019009,0.41828176,0.102909796,0.16732697
0.52750134,0.14321226,0.80434275,-0.4807346,0.028877577
0.92214495,0.10513554,0.19902967,-0.27769962,-0.06278097
0.16902982,0.022439905,0.46625498,-0.16872519,0.065580636
0.38223067,0.17724268,0.34335655,-0.3738898,0.027878296
1.2849052,0.015239149,0.07705841,-0.14173749,-0.16717012
1.3958348,0.18027271,0.387732,-0.4687926,-0.17469823
0.60505825,-0.00048149814,0.47707862,-0.09454408,0.031827427
0.6342442,0.23225863,0.44258434,-0.4417331,-0.03762713
1.2202817,-0.03877541,1.1501021,-0.16340913,-0.06497217
0.8886482,-0.27265462,0.93841463,0.23073983,0.2949827
1.3010857,-0.05671281,0.9504775,-0.14929831,0.117691286
0.7074787,0.4588017,-0.001987966,0.17311275,-0.093988575
0.11530445,0.5307619,0.27032226,0.08660477,-0.08171777
0.24319316,0.017639065,0.10994848,-0.022725845,-0.03680667
0.8569604,0.15508221,0.25953344,-0.22275119,-0.033367313
-0.47600183,-0.17243463,0.5522589,0.16192955,0.30860406
0.88964266,-0.034896057,0.22271682,0.09610229,-0.068630286
0.55389345,-0.058296613,0.45525134,0.118030615,-0.028384361
-0.36076415,0.014851669,0.6952162,-0.21361256,0.28221107
0.82021433,-0.08636094,0.32277033,0.15089117,-0.032409362
0.49461788,-0.0062105265,0.3243835,-0.14291161,0.0106947245
2.4771373,-0.03954494,0.48315212,0.020687282,-0.3276878
2.3148518,-0.1473707,0.68123895,0.2838273,-0.21316086
2.1287727,0.02658459,0.51930416,-0.30630317,-0.18182637
1.1594558,-0.0364522,0.30305222,-0.14483103,0.20177874
0.8612734,0.08079598,-0.42848158,-0.030182779,0.26521447
0.7428418,0.02202064,-0.42192402,-0.0031179513,0.2367953
0.35097528,0.070563406,-0.42861652,0.019156286,0.29969785
1.0202763,0.025583534,-0.403942,-0.021259785,0.119979836
0.97650844,-0.02625341,-0.36064395,-0.0036230623,0.100436874
1.9416945,-0.048286542,-0.6833036,-0.0026143943,0.23433727
0.4305512,-0.009601927,-0.17375758,0.0037405007,0.097438164
1.5322142,0.0046640495,-0.4924299,-0.027115086,0.06739195
1.6309441,-0.0410201,-0.5316462,-0.01210699,0.07539071
1.6869575,-0.045297176,-0.39398605,-0.022422163,-0.0017404587
1.3857023,-0.038885802,-0.2863978,-0.014577772,0.007948787
1.5652688,0.06350715,-0.26848933,-0.10532018,-0.037245084
1.2913831,-0.04374056,-0.14816459,-0.017355684,0.07381471
1.5868487,-0.024066497,-0.37588525,-0.03512318,-0.041600205
2.5287304,-0.041485656,-0.23902896,-0.09142629,-0.25644404
0.8119992,-0.015265181,-0.06637815,-0.028521819,-0.08047657
1.3195834,-0.003813085,-0.18288556,-0.07665171,-0.11044145
2.067354,-0.005577075,0.24890666,-0.19496937,-0.29234588
0.795936,-0.009017119,-0.03520709,-0.041518968,-0.10868841
2.5575023,-0.09584338,-1.1517622,-0.0060913158,0.47497
3.1009793,-0.107953854,-1.1140716,-0.011598163,0.3976512
1.9138542,-0.014467981,-0.14693943,-0.14178498,-0.089287125
2.0491827,-0.081700645,-1.008374,-0.004864623,0.45143938
2.1690724,-0.09982457,-1.3845557,-0.030289285,0.7416673
2.6128175,-0.06814484,-0.8501549,-0.034819063,0.1331761
0.72433925,-0.27843773,-1.4164622,-0.0020069007,0.8583956
2.2753515,-0.019504376,-0.16015339,-0.15089278,-0.26657933
2.2272918,-0.072335646,-1.0520887,-0.006538736,0.36927196
2.1371326,-0.07243397,-0.5834105,-0.020218896,0.04680344
0.18793051,-0.3332407,-1.1907922,0.061580103,0.7457302
1.5935553,-0.026231673,-0.27134308,-0.081638634,-0.08217051
2.25362,-0.12340539,-1.1469986,0.0088932,0.55141526
3.0959532,-0.13284004,-1.0729632,-0.040505037,0.333499
-0.061822552,-0.36846703,-1.068589,0.035417363,0.5689318
1.8674401,-0.07673843,-0.62107205,-0.049001224,0.17000626
1.4589092,-0.090336815,-0.77579254,-0.0034496458,0.41187242
0.23726764,-0.31747937,-1.0879999,0.042492423,0.6544565
1.7839298,-0.13414028,-0.9841871,-0.024754,0.49872097
0.7966412,0.00935489,-0.22262739,-0.081241935,0.29677296
0.50502294,-0.34402218,-1.1357118,0.007895496,0.6319584
0.49903232,-0.06962754,-0.7784017,-0.0071500605,0.52974063
3.123591,-0.1875154,-0.96798587,0.16752714,0.51013577
0.9179288,-0.39168006,0.1098856,0.4465589,0.36633673
2.3026848,0.06658724,-0.18022923,-0.33368146,0.11758853
2.6755583,-0.1250634,-0.91129977,0.037733275,0.49835935
3.067954,-0.016899372,-1.1467458,-0.009775213,0.23771022
2.1701186,-0.02708395,0.064784676,-0.15668498,-0.2777539
3.2809722,-0.07483242,-1.3481644,0.0078042964,0.38873243
2.0853503,-0.0819681,-0.6904419,-0.02940468,0.30497578
1.3261187,-0.008418729,-0.4884465,0.038638107,0.111372
