gradient1,gradient2,gradient3,gradient4,gradient5
2.1297216,-0.042934377,-0.6152357,0.11167239,0.10191174
2.1414528,-0.04595771,-0.38821712,-0.1126261,0.041824333
2.864222,-0.072222576,-0.6881288,-0.009036328,0.018230284
2.28583,-0.062483598,-0.7574853,0.11599454,0.16348724
2.1856318,-0.039847314,0.07351586,-0.07705358,-0.31132123
1.5303093,-0.12449039,-0.49543637,0.010929564,0.52037805
2.374872,-0.051625893,-0.8153718,0.006149173,0.1253042
1.6796024,-0.07224246,-0.60430115,-0.03645187,0.37575072
1.7823942,-0.1286282,0.11616279,-0.028497411,0.37506998
2.4808807,-0.077460185,-0.8044075,0.08378024,0.1857042
1.6215867,-0.09564775,-0.31837174,0.18607959,0.112610325
1.2393732,-0.071751624,-0.30464396,-0.03067434,0.26060787
1.814738,-0.01512378,-0.27981532,-0.014340709,-0.10377489
0.20021042,-0.08767902,0.20211817,0.19546324,0.058972795
1.66629,-0.033466797,-0.584506,-0.006915986,0.09886283
-0.18231758,-0.17338552,0.5065305,0.26506987,0.22484222
1.5347803,-0.049152143,-0.22239053,0.044914123,0.035665244
2.8897932,-0.107683755,-1.0609617,0.047505785,0.36132637
0.9670812,-0.19197285,0.4461434,0.32943675,0.120941095
2.2858267,-0.07231507,-0.84881806,-0.0027308739,0.23982182
1.4964311,-0.05162442,-0.62821025,0.004470102,0.21233098
1.8945091,-0.095998615,-0.43523124,0.08338908,0.19973715
2.259605,-0.06667345,-0.0066459817,-0.021889392,-0.15915988
2.8461394,-0.095581144,-1.0068852,-0.018828891,0.3092788
2.871811,-0.10136776,-1.1107326,-0.0067727086,0.3446736
1.8315755,-0.042437408,-0.58724546,0.0040597147,0.09211456
1.0279111,-0.016891811,-0.13369915,-0.053865615,-0.036622815
1.1576481,-0.031128861,-0.23473427,-0.02013737,-0.00878168
2.0285056,0.0006511395,-0.4649234,-0.02999858,0.034806833
3.4300957,-0.047720473,-0.3511222,-0.22017647,-0.089155085
2.130096,-0.07520591,-0.73290586,-0.010464799,0.21439862
2.387594,-0.04910223,-0.73759615,-0.035202026,0.07724859
1.3167363,-0.04400666,-0.33194673,-0.059046037,0.1398748
0.96495074,-0.011065276,-0.18241763,-0.043061744,-0.025718741
1.5208321,0.008272298,-0.1541101,-0.12655908,-0.12169721
2.3157442,0.013861415,-0.41309434,-0.11548176,-0.090736605
2.2385473,-0.09358397,-0.6530674,0.002168787,0.30925488
2.6342003,-0.08830001,-0.71374387,-0.016117075,0.13812758
1.479981,0.003053166,0.106134705,-0.10906317,-0.16841471
1.439491,-0.2460052,-0.649824,0.037399165,0.42790163
1.5557882,-0.07394239,-0.10441068,0.009109518,0.12638173
1.3466815,0.15071963,-0.45573276,0.085935846,0.034231562
2.0680394,0.42666814,-0.9100007,0.108580805,0.07648232
1.7910033,0.018886127,-0.4513862,0.0610418,0.018321238
2.2316353,0.25572988,-0.80138624,0.023274908,0.10047554
3.1965206,-0.0053131166,-1.0573679,0.024312753,0.12855244
1.7734554,-0.04087579,-0.2453009,0.13111617,-0.014350131
0.7621312,0.62144095,-0.41264725,0.08234219,-0.0013933356
3.8945336,-0.090611234,-1.1541432,0.099129334,0.15308201
-0.014444276,0.8907829,-0.24555144,0.17227934,-0.095047735
2.997333,0.021029387,-1.0777905,0.032587737,0.17062376
3.380305,-0.09181319,-0.4826362,0.15100734,-0.07636474
3.3263915,-0.070933774,-1.2181966,0.031906154,0.23816161
2.1151032,0.15886159,-0.6383616,0.065932795,0.030688416
3.9133842,-0.09931249,-1.3034812,0.050632454,0.21078701
3.2019398,-0.0597494,-1.178818,0.027618451,0.23500597
3.855487,-0.06692652,-0.7356717,0.021291068,-0.11174515
2.3830464,-0.06675571,-0.8457866,0.028363908,0.17701204
2.6883454,-0.043564375,-0.8427208,0.031515375,0.122076534
3.2383928,-0.012235893,-0.2939847,-0.11148983,-0.25210986
2.830765,-0.05291163,-0.7770915,0.008141607,0.049858846
2.3559635,-0.2741252,-0.20489879,0.27767158,0.161447
3.3582098,-0.118873656,0.08265865,0.06348832,-0.29839292
2.632894,-0.065407,-0.98229975,0.023527194,0.22397062
1.3972492,-0.023998486,-0.19857976,0.030812396,-0.040210985
1.3832924,-0.15746924,0.42423826,-0.05031678,-0.024987312
2.2201622,-0.05016515,-0.74579644,0.023164926,0.16860546
1.6115717,0.013865826,-0.13686273,-0.0126653705,0.025581699
2.601144,-0.04095784,-0.81837815,-0.0014417216,0.10532037
1.6917696,0.11613632,-0.7247806,0.030181076,0.21785131
1.9201219,0.02341052,-0.10573465,-0.08796676,-0.13889763
0.82956743,0.15800716,-0.30704176,0.06749034,0.16962464
0.9509873,0.2327581,-0.22684282,-0.046852566,0.10844636
1.3403355,0.68970793,-0.87618554,-0.27092114,0.33107305
2.2683055,0.19897245,-1.099432,-0.015611204,0.23715034
0.9983353,0.709074,-0.9062917,0.076630756,0.1878601
-0.904763,1.8655204,-0.52831787,-0.28575748,0.13931085
-1.744873,2.359485,-0.6120988,-0.088608675,-0.0126822535
0.2642229,1.1789166,-0.79495317,-0.19921151,0.23619133
-2.070102,2.78541,-0.55210733,-0.021000857,-0.18167551
-0.7169367,0.9280962,-0.19552125,-0.21063098,0.087717
-1.7396576,2.2780645,-0.521364,0.0060394383,-0.14909972
-1.9673814,2.687501,-0.52041095,0.02550413,-0.13849273
-1.779761,2.2480338,-0.5110069,0.1586883,-0.24399681
-1.7349583,2.1876316,-0.48092902,0.13634138,-0.22226162
0.5018828,0.9507874,-0.8128356,0.12845238,0.1434795
-1.3154856,1.6684296,-0.3794919,0.021568794,-0.13201939
-1.5447677,1.9325798,-0.4428837,0.15517248,-0.21814162
-1.9042706,2.3209636,-0.59729105,0.27416915,-0.20356528
-1.4678966,1.703194,-0.42010155,0.21641183,-0.22523966
-1.8921057,2.126724,-0.5454389,0.31050795,-0.2884857
-0.5611137,0.701907,-0.15685482,-0.021171784,-0.042816594
-1.0582752,1.2785712,-0.22239432,0.2449661,-0.18873297
-1.2460762,1.476395,-0.37224784,0.18309695,-0.20041533
-0.9041557,1.484478,-0.52432597,0.28136775,-0.05553343
-0.52407527,0.6044779,-0.10747801,0.050903127,-0.053418733
-0.8477327,0.82462335,-0.019810755,-0.36376816,0.031556714
-2.3144197,2.4306068,-0.6664773,0.44629017,-0.36408576
-2.2129412,2.3025515,-0.6321488,0.42623436,-0.36340594
-1.6036073,1.7133119,-0.4397074,0.30482748,-0.2570045
-0.9649085,1.089125,-0.2527741,0.22856228,-0.15633228
-0.99028045,1.2167199,-0.27269548,-0.044191223,-0.07441598
0.16388135,0.14236332,0.12766936,0.15702304,-0.11700256
-1.8689959,2.0570817,-0.49414337,0.42276496,-0.2953461
-0.3881367,0.62904495,0.007851897,0.2796152,-0.15942536
-0.46525434,0.7220308,0.04446231,0.2083744,-0.12625189
-2.121646,2.021252,-0.6401935,0.49253318,-0.2758321
-2.1037562,2.4451408,-0.80527604,0.5490837,-0.35855207
-1.4423767,1.4632063,-0.4064801,0.32338482,-0.22601047
-1.1687846,1.1748797,-0.28506985,-0.16236725,-0.048020773
-1.3144007,1.5917392,-0.29271492,0.018827239,-0.1192232
-1.8617349,1.8498312,-0.44335383,0.4452957,-0.26624158
0.5075838,0.1673806,0.28845224,0.27427453,-0.25244266
-1.3946863,1.5617063,-0.3379251,0.35875592,-0.22303905
-0.9619153,1.074786,-0.3152731,-0.011070368,-0.07492668
-2.2944655,2.1915452,-0.6308711,0.55837053,-0.33822533
-1.8807082,2.037753,-0.66732824,0.48726577,-0.30202827
-0.5712759,1.1835448,-0.68196005,0.34665713,-0.10286011
-0.09845378,0.27982917,0.04484875,0.14410181,-0.09902311
-2.0635283,2.0849502,-0.48458764,0.5152974,-0.2928097
0.08758914,0.5099104,0.23271228,0.3463146,-0.26488894
-0.89907795,1.1799215,-0.14352976,0.33850822,-0.22252077
-1.9417844,1.7013098,-0.5115749,0.46686205,-0.28463274
-1.1997135,1.9786943,-0.75892407,0.4193726,-0.2001238
-1.1145146,1.1425407,-0.39743048,0.0029561901,-0.035366777
-2.3392794,2.0892274,-0.5690847,0.56027424,-0.32108915
-0.9331327,1.1749417,-0.1333444,0.10768735,-0.13109563
-1.5901017,1.9131869,-0.43943697,-0.0025980968,-0.15119845
-0.8138836,0.9448251,-0.1973628,0.17079125,-0.15343848
-1.8852729,1.9210932,-0.44239846,0.4401952,-0.2769249
-1.9807028,1.8476394,-0.46893984,0.45988542,-0.27662784
-1.1298087,1.2737712,-0.3343113,0.02902449,-0.06371465
-1.8148571,2.01621,-0.617843,0.4224069,-0.26031122
-1.2024964,1.3970926,-0.3201586,0.15895218,-0.19753632
-1.3187709,1.4193971,-0.340766,0.25343686,-0.2071382
-1.1988437,1.5372034,-0.26455486,-0.05907724,-0.11424083
-1.2120401,1.3478124,-0.33350226,0.1809245,-0.19008827
-1.5635263,1.9358675,-0.3954758,0.056856334,-0.20220198
-1.5141535,1.7522968,-0.6306137,0.3906259,-0.26989245
-1.6984745,1.6747357,-0.4530099,0.30356705,-0.26270697
-1.5726159,1.8595048,-0.60881007,0.36447522,-0.26170182
-1.1473666,1.444846,-0.12427208,-0.17328538,-0.023228077
-1.5298443,1.7859508,-0.41390145,0.15132068,-0.2215993
-0.74712557,0.7787041,-0.20140775,0.11127533,-0.11154298
-1.0648838,1.354732,-0.22861286,-0.04084093,-0.1030001
-1.3049356,1.333397,-0.4066786,0.2540089,-0.2164253
-1.6409533,1.7228482,-0.50918126,0.33113718,-0.26707697
-0.49064717,0.73182285,0.1471594,-0.289185,0.0830551
-1.5145012,1.6234356,-0.4006518,0.20487753,-0.21987155
0.37062225,0.8736192,-0.20720151,0.117923,-0.08511747
-0.65552247,0.63659644,-0.16837797,0.09747991,-0.092161074
-1.5374575,2.011032,-0.20258255,-0.19197215,-0.07690383
-1.7152762,1.9966843,-0.39414826,0.09369522,-0.20878918
-2.0443165,1.9716755,-0.50040126,0.28677586,-0.27727562
-1.2234801,1.265487,-0.30766168,0.12148543,-0.16433388
-1.4374733,1.7208399,-0.21273336,-0.21815467,-0.10877431
-0.34029895,0.36778829,-0.07903278,0.019191083,-0.04076418
-1.3013905,-0.6338288,-0.84098965,0.13804063,0.4993761
-0.95622253,-0.53398323,-1.1023965,0.040137723,0.5142737
-1.8916713,-0.84643936,-0.6539312,0.21380363,0.3511148
-0.55437624,-0.46752065,-1.3779467,0.07118566,0.78826267
-1.1337864,-0.5824468,-0.7929588,0.046924073,0.2570264
-2.161207,-0.9123055,-0.36768934,0.3333168,0.26999632
-0.99397826,-0.6689741,-1.0716286,0.0571753,0.3854174
-2.9162052,-1.250196,-0.13921566,-0.1602429,0.18746403
-2.0673387,-0.8802557,-0.6375067,0.27461174,0.17231578
-1.1884003,-0.5825476,-0.5949639,0.07396074,0.14408606
-2.3879724,-1.0207262,-0.26485184,0.33385935,0.14416882
-0.99613184,-0.6136895,-0.9220498,0.069321655,0.36974666
0.51819,-0.13193306,-0.80806106,0.021584807,0.5772482
-0.61440414,-0.5852572,-1.2040328,0.07628401,0.62416077
-3.0430007,-1.4462858,-0.6780208,0.039406247,-0.153434
-2.8525956,-1.2147573,-0.586571,0.32852334,-0.09592642
-2.8074424,-1.3324898,-0.6157082,0.17823926,-0.22123864
-1.8623588,-0.82768595,-0.6478269,0.23385437,0.15664038
-2.8279004,-1.3490374,-0.6757601,0.034161016,-0.19407773
-2.3538098,-0.9726004,-0.5780906,0.3213814,-0.06354351
-3.3499339,-1.5578145,-0.41500545,-0.4864818,-0.03741959
-2.6383643,-1.2422259,-0.6451717,0.16857263,-0.272947
-0.93568194,-0.2650875,-0.5173054,0.113043584,0.29495448
-1.4293402,-0.62918824,-0.51693875,0.16450882,0.16925237
-2.877775,-1.3714105,-0.6987615,0.06274853,-0.2078894
-2.5752177,-1.2062844,-0.6951807,0.0391908,-0.30328512
-2.3063095,-0.99739987,-0.527003,0.2597626,0.04409334
-2.63753,-1.2280893,-0.42674842,0.15922913,0.038709614
-2.6844697,-1.3190227,-0.7124112,-0.26285028,-0.34259236
-1.8524607,-0.83055955,-0.11271406,0.15972705,0.16237369
-2.773728,-1.2789613,-0.58738524,0.02881157,-0.1900263
-2.568463,-1.2347579,-0.515073,-0.06789966,-0.020367844
-2.4407997,-1.1265534,-0.37993708,-0.22184263,-0.08610618
-1.9505146,-1.0044767,-0.58599085,-0.07207961,-0.14786415
-2.2200856,-1.069328,-0.39625916,-0.07747847,-0.05057249
-2.487133,-1.3227366,-0.8062372,-0.10567119,-0.30021653
-2.504508,-1.2574337,-0.66339874,-0.30475605,-0.21208778
-3.1026928,-1.6286174,-0.9462395,-0.040033776,-0.3542497
-2.206527,-0.98240167,-0.44908792,-0.4294455,-0.16040708
-2.447022,-1.1118712,-0.42979753,-0.26708183,-0.08797901
-1.1381795,-0.59296525,-0.36825442,-0.11368401,-0.16006877
-3.086646,-1.6200029,-0.9646734,-0.11725773,-0.381501
-3.4984694,-1.8487715,-1.0965117,-0.063059,-0.42867807
-2.2662451,-0.9978579,-0.5085837,-0.5238739,-0.2510992
-1.8830528,-0.81777215,0.021898165,0.05687204,0.0698929
-0.78117806,-0.40784892,-0.25554383,-0.11835285,-0.13605213
-2.0522332,-0.9219517,-0.43190008,0.08045004,0.063716836
-3.2160776,-1.6204209,-0.96840703,-0.13233449,-0.42470318
-3.453878,-1.5926394,-0.8817204,0.115748376,-0.30058146
-2.550861,-1.2293044,-0.7175566,-0.5427538,-0.41824389
-1.8514389,-0.63574463,-0.18675613,0.08689856,-0.067470275
-1.5349425,-0.66777223,0.1251947,-0.03075727,0.117564
-2.9100866,-1.3625563,-0.7926072,-0.701208,-0.49952906
-2.6351836,-1.2426558,-0.81969863,-0.29746693,-0.4761301
-3.153193,-1.1860987,-0.83786917,0.0047017545,-0.4153634
-1.4930398,-0.79165715,-0.5129227,-0.28146297,-0.3267029
-1.9252241,-0.9882243,-0.5014605,-0.11248967,-0.31098396
-2.2851255,-0.4141123,-0.24421842,0.008418723,-0.03295363
-3.4007196,-1.4499716,-0.88857543,-0.22251828,-0.46837878
-2.6530316,-1.1613135,-0.40966564,-0.19316955,-0.24645904
-2.06369,-1.0514716,-0.6479704,-0.42997968,-0.42325968
-3.8440979,-2.0503948,-1.3349023,-0.57001346,-0.83228934
-1.9150641,-1.0221964,-0.66264373,-0.33077955,-0.42950198
-1.8421792,-0.8283078,-0.05762004,-0.20195831,0.010798189
-2.30888,-1.1051673,-0.62560666,-0.5068017,-0.38523754
-2.2918842,-1.2278214,-0.6735516,-0.24187316,-0.44366103
-2.739723,-1.2848942,-0.47896934,-0.10636589,-0.3101436
-3.673885,-1.9539609,-1.2361653,-0.661449,-0.7759363
-2.2074678,-0.832352,-0.58998406,-0.36906132,-0.36182237
-2.2869592,-1.161536,-0.7452987,-0.42066863,-0.4900471
-3.6740222,-1.9793345,-1.2682108,-0.5826314,-0.8202366
-2.189085,-0.5905853,-0.43640605,-0.014556082,-0.25975502
-1.283006,-0.6897157,-0.4414514,-0.2075542,-0.2923975
-2.5405369,-1.2442057,-0.68051845,-0.093550265,-0.43415
-1.8156872,-0.9458779,-0.5702549,-0.37018263,-0.3727749
-1.1764178,-0.51902294,-0.25661963,-0.18187143,-0.16127448
-2.561798,-1.4043998,-0.8466098,-0.23188257,-0.5363011
-2.9109416,-1.5501432,-0.95541626,-0.29580823,-0.61307836
-2.0065258,-0.9696204,-0.6202966,-0.15622358,-0.38964352
-3.366573,-1.7919695,-1.0992149,-0.413968,-0.7134157
-2.1681414,-0.96856403,-0.46051636,-0.5546177,-0.3040871
-2.5704703,-1.3008475,-0.78346664,-0.18631482,-0.51264375
-2.1738093,-1.0812147,-0.34836364,-0.054367784,-0.192465
-1.5997945,-0.8463695,-0.49590296,-0.25054207,-0.33365753
-3.1730738,-1.7363772,-1.084138,-0.29148972,-0.69169164
-2.5244148,-1.2632692,-0.6753624,-0.019559124,-0.38633975
-1.4654869,-0.60810477,-0.16853757,-0.15674476,-0.0940603
-2.3561234,-1.1949849,-0.66702306,-0.10641756,-0.41900375
-2.8335965,-1.4533409,-0.7860711,-0.21759859,-0.5119886
-3.0970335,-1.5851487,-0.860022,-0.114795566,-0.52062434
-0.998089,-0.397015,0.17870288,-0.0060746195,0.14557151
-1.533133,-0.77006245,-0.36899063,-0.20230712,-0.24090077
-2.4407113,-1.3068765,-0.8073386,-0.20685728,-0.532514
-0.99463665,-0.5093359,-0.27458036,-0.081389196,-0.18011332
-2.1102424,-1.1556706,-0.68472624,-0.1944112,-0.4280609
-1.9266323,-1.0181967,-0.5212069,-0.17650749,-0.33326983
-1.0951238,-0.569719,-0.31947342,-0.07104389,-0.20660976
-2.8133588,-1.491937,-0.8758296,-0.14928706,-0.54611295
-1.1145586,-0.5901592,-0.35342312,-0.07101685,-0.22872284
-2.6023717,-1.4144275,-0.8822334,-0.22697604,-0.5689096
-1.7378136,-0.9211399,-0.5573236,-0.13125627,-0.36532256
-2.929903,-1.5911062,-0.97778136,-0.25990018,-0.6232274
-2.1814523,-1.1746253,-0.7244211,-0.16591714,-0.46694615
-0.20776916,0.52548766,0.28849053,-0.3885116,0.37569392
-0.8214028,0.9614195,-0.39309907,-0.26202554,0.3582622
-0.27713123,0.69442374,0.41431427,-0.6729372,0.20860027
-0.7690369,1.0527072,-0.01809601,-0.34665403,0.020032607
0.30376104,0.28116646,0.37334374,-0.4246239,-0.061360918
-0.06613842,0.37834126,0.53418785,-0.605585,0.06895264
0.069891036,0.13770425,0.4396903,-0.2995266,0.10958072
-0.8902778,0.5551147,-0.052046403,-0.2051192,0.19052169
-0.31543773,0.46043745,-0.19658658,-0.041848358,0.1305814
0.23390163,0.26531076,-0.23453633,-0.042568773,0.23060238
-0.44623375,0.83041483,-0.14917965,-0.09683911,0.12295957
0.11666342,0.48600513,0.23723337,-0.3144328,0.13259684
-0.16696429,0.9905201,0.40798277,-0.576589,0.124712475
-1.8857083,-0.43855196,0.13693316,-0.7860865,0.12445259
0.9989352,0.45594308,0.42613834,-0.5228216,-0.17516036
-0.6328603,1.2276161,0.26057446,-0.5963009,-0.010937056
-1.5724251,-0.32445213,0.049161524,-0.74841046,0.00088484416
-0.4402842,0.007679107,0.24741213,-0.40818074,0.040357895
0.14154658,0.29051813,0.21549183,-0.25730714,-0.063345924
-0.23483466,-0.0075168153,0.07210047,-0.20941408,-0.026423685
-0.6703128,0.75992805,0.00667364,-0.15208712,0.004043305
-0.8763438,1.0711794,0.25594184,-0.56659234,0.07698275
-1.440108,-0.24763563,0.03520361,-0.746787,-0.051654443
-0.38325807,0.5973384,0.21558206,-0.39605305,0.028941678
-0.23705797,0.15713601,0.37885007,-0.4626314,0.04621918
-0.7198562,-0.16801555,-0.041368302,-0.32426283,-0.06548587
0.07849182,0.07979826,0.16211866,-0.07993667,-0.00020829393
-1.1823711,-0.29254434,-0.13485284,-0.48063317,-0.11081901
0.33152604,0.31863627,0.24309611,-0.26902324,-0.121487476
-1.9340105,-0.72483444,-0.3832131,-0.6098843,-0.25057346
-0.5874654,0.21724994,0.14237551,-0.39369938,0.048002638
-0.54973227,0.58859617,-0.066907495,-0.101771794,-0.02978865
-0.5039849,0.5849138,-0.02641399,0.03829412,0.15593068
-1.0036498,0.99304235,-0.0006376403,-0.36611816,-0.007973389
-1.4937155,-0.59419703,-0.35454434,-0.40458557,-0.22828935
-1.3067002,-0.43445408,-0.22405016,-0.39416125,-0.14030978
-0.38199157,0.44749403,0.42701927,-0.45387486,0.13846952
0.55085814,0.20333005,0.2724408,-0.22785749,0.0060550664
-0.6757676,0.62431544,0.1284113,-0.3795372,0.06260967
0.3563096,0.14910014,0.3494209,-0.23495856,-0.012200215
-0.3935969,0.3612358,0.26069722,-0.13944562,0.20934942
-0.90575296,-0.05099884,-0.102469645,-0.3269183,-0.06026417
-1.2754214,0.41554505,-0.124285676,-0.36581343,-0.06406981
-1.3204492,0.9679724,-0.058315013,-0.36482406,-0.015989555
-0.27056524,0.21665458,0.036456674,-0.115616284,0.02199133
-0.41747534,0.20797755,0.3052166,-0.2584247,0.15086246
-0.7535447,0.031832624,0.35770392,-0.16023901,0.23389786
-0.38117564,-0.09145796,-0.011447302,-0.10609733,-0.0050469255
-0.25165626,-0.00041039448,0.009800649,-0.0670864,0.008700381
-0.931845,0.081740916,0.14594983,-0.26017058,0.09743246
-1.1337559,-0.41368467,-0.11168427,-0.13846315,-0.07370139
-1.3134798,-0.48592335,-0.0856335,-0.15987796,-0.04423974
-1.2090967,0.20827457,0.19207524,-0.18432963,0.1823385
-0.5743949,0.47417137,0.62969744,-0.61513805,0.19958134
-0.15853362,0.27578548,0.53396785,-0.49795666,0.13482487
-1.9043638,-0.5255802,-0.13802104,-0.5986561,-0.07944794
-1.233204,0.018981574,0.22115631,-0.6556555,0.11679368
-1.2878736,-0.1865197,0.24551594,-0.49848393,0.14353625
-0.02692017,0.07338994,0.64867634,-0.40007442,0.28799558
0.00055224576,0.34440175,0.56524324,-0.55660653,0.12274924
-1.3198355,-0.038438585,0.20779237,-0.6824749,0.10455625
0.9822468,0.048437558,0.11302257,-0.1640118,0.049150806
0.3171953,0.08160283,-0.59133136,0.0079427855,0.59258294
-0.2581233,0.18959346,0.17146361,-0.111993656,0.3070342
-0.59772825,0.044661183,-0.5519905,0.052321676,0.4040716
-0.5213332,0.07976681,-0.12388296,0.054220088,0.34094483
-0.9657922,-0.3329802,-0.09228899,0.11386728,0.25295052
-1.8479943,-0.6704329,0.12892771,0.124507025,0.3663297
-0.7557005,-0.09162169,0.010222859,0.09034212,0.40222463
-1.7846637,-0.7272184,0.16259335,0.026580868,0.23205832
-0.5878916,-0.13545801,0.5012823,-0.04097526,0.3408968
-1.4333534,-0.5988071,0.07344898,-0.08201326,0.19236237
-0.798635,-0.17688374,0.63668966,-0.120723814,0.40866408
-0.1654018,-0.06464469,0.44597092,0.035536543,0.3303285
-1.2249705,-0.31403616,0.5979668,-0.20840661,0.43969685
-0.6424926,0.043355998,0.8145463,-0.47307736,0.4010008
-1.1337435,-0.35013482,0.2587027,-0.26680928,0.23151396
-0.18586873,-0.012479877,0.5503016,-0.119044825,0.24077438
-0.44136116,0.019549053,0.26130667,-0.31221277,0.13853207
-0.6256,-0.020733409,0.30035725,-0.13565218,0.360753
-1.0975126,-0.22351645,0.12371849,0.14130685,0.38660175
-0.19582677,-0.38774937,-1.0135803,0.12253896,0.70910496
-0.79070973,-0.54661477,0.59110487,0.3555972,0.44049126
-1.0158705,-0.6085439,-0.91470885,0.15662216,0.69028574
-1.935245,-0.7143432,0.43852398,0.3237269,0.60308665
-0.9808849,-0.4471872,1.2368953,0.101593204,0.6330257
-1.8514781,-0.6819435,0.5538022,0.2690069,0.58858126
-1.8736919,-0.77927935,-0.10437063,0.36151332,0.554383
0.26772523,-0.09318283,1.4520162,-0.15620078,0.3427375
-1.8197706,-0.62853086,1.0285269,-0.038735747,0.72081405
-0.17010303,-0.15320757,0.88281953,0.08975954,0.45825842
-2.5407028,-1.0824559,0.08299217,0.2181157,0.2900175
-0.8262924,-0.27676827,1.3154535,0.048607606,0.68397313
0.08963545,-0.19337364,1.1908703,0.05703404,0.61132455
-2.0015934,-0.7277517,0.788702,-0.027951263,0.6147183
0.99693036,-0.08934459,0.7159233,-0.04439512,0.19240145
-1.6401168,-0.58695984,1.4220805,0.1704575,0.8781086
-0.99784786,-0.44099593,1.3045889,0.1304899,0.6986646
-2.6438203,-1.0780557,0.3208745,-0.29984003,0.35230568
-1.3287487,-0.5158358,0.8329705,0.184168,0.6654289
-2.3867664,-1.018152,0.29294294,0.016641375,0.39700592
-0.17453445,-0.13632,0.89146495,-0.12059197,0.39255744
-1.7679031,-0.7289968,0.32510832,0.16794042,0.41873467
-0.94685876,-0.26238656,0.79463625,-0.21632026,0.465871
-1.465154,-0.47964597,0.3023485,-0.33430222,0.2543173
0.12105398,-0.07441434,0.7110552,0.04639032,0.17329808
0.3665851,-0.062353645,0.3259525,0.059238914,0.1474683
-0.8474546,-0.36335105,1.1861234,0.3721592,0.6220794
-1.6619742,-0.48025313,1.01373,0.040787015,0.6342015
-0.3797675,-0.37049007,0.61274916,0.029840732,0.27749977
0.5365855,-0.12382735,1.0543727,0.07941803,0.10031101
-0.9066931,-0.3159796,0.734511,0.13546015,0.43788314
-0.38470712,-0.4328912,0.8166153,0.071261056,0.2706809
-1.0267048,-0.51923066,0.14540234,0.19641468,0.1458487
-0.38684136,-0.19980057,0.7473059,-0.03191122,0.25940055
-1.3683827,-0.47929645,0.4220627,0.012232413,0.2669853
-0.5983722,-0.038013726,0.65634435,-0.026667247,0.3183826
0.12337084,-0.018634064,1.0510776,-0.2087333,0.23132944
-1.5622896,-0.5268569,0.4642445,0.00494283,0.30549103
-1.163099,0.27781263,0.13809852,0.052369084,0.10074922
-1.9578589,-0.669667,0.060941115,0.068375096,0.07631008
0.0075287307,-0.21567678,0.55097455,0.14941816,0.6207744
-1.2770555,0.1304001,0.03964417,0.0022515478,0.07728215
-1.2584156,-0.51947385,0.33826843,0.12721781,0.4362843
-2.1436632,-0.83044535,-0.27210113,-0.17498308,-0.16821355
-0.24115685,-0.13945355,0.64799035,0.06442411,0.4300888
-1.1682638,-0.42668822,0.15136401,-0.1435094,0.11210496
0.2756585,-0.123627804,0.18317848,0.11245004,0.48463798
1.338177,-0.095927216,0.6333668,0.044678446,0.0104658855
2.0863545,0.02393807,0.8659616,-0.29060468,-0.24657059
3.3366852,-0.00087428436,0.22248255,-0.26238078,-0.33480957
3.793795,0.007533519,-0.093148,-0.3340982,-0.4488963
1.3102821,0.06724466,0.6341153,-0.35080978,0.2111421
3.0573797,0.0704927,0.7690376,-0.48171633,-0.6291955
3.1595278,0.010352884,-1.2895026,-0.088880785,0.4473424
3.7683413,-0.040831685,-1.3109043,-0.13683158,0.24794288
3.4071708,-0.09032708,-1.0799803,-0.055115044,0.22283688
3.0928311,-0.061914273,-0.33763003,-0.10890881,-0.05606148
3.1271238,-0.01806295,-1.1985656,-0.015638925,0.26897228
2.9118114,-0.06811772,-1.0824099,-0.007384591,0.27537882
1.9450176,-0.0408715,0.41040233,-0.05928882,-0.26316217
0.43063992,0.31811595,-0.4780888,-0.3157077,0.525131
2.5012908,-0.020755544,-1.3823212,-0.05740271,0.7600367
1.7411087,0.051006656,-0.86144215,-0.040768914,0.5263183
0.32619527,0.48487702,-0.6486817,-0.2984064,0.63480127
0.0828023,0.5221231,-0.46392766,-0.30123222,0.34557837
-0.9935764,-0.18544912,-0.92472136,-0.17169686,0.4111564
1.0412554,-0.010125606,-1.3368589,-0.16802587,0.67219716
1.1051813,0.32087848,0.06972552,-0.3694541,0.45601043
0.03665815,0.85095257,-0.43212107,-0.3820059,0.47185895
2.595789,-0.0568695,-1.2665926,-0.030382238,0.5020166
1.6479204,0.037467718,0.17124411,-0.21675253,-0.16124514
2.2992587,-0.014829074,-0.93004566,-0.0662849,0.09096654
-0.31659055,0.8407276,-0.4275391,-0.24393736,0.44098073
2.2881641,-0.1050664,-1.7678329,-0.061915807,0.8151294
-0.069619685,1.2588924,-0.8628732,-0.3679458,0.31710154
1.785285,0.28267878,-1.0358104,-0.06480438,0.21134742
1.3645087,-0.22960159,-1.5843052,0.0026281308,0.9184809
0.68112385,-0.027562719,0.40504783,-0.015760386,0.060573984
0.73664254,0.00077156734,0.34913084,-0.0874203,-0.12195729
0.17382573,-0.012556097,0.7930878,-0.14299242,0.19479826
0.58323675,0.07196988,0.07000135,-0.11898338,-0.06823003
0.82094276,-0.0027885577,0.14929585,-0.063439324,-0.17596574
0.029568817,0.04659106,0.3235387,-0.17295502,0.06578257
0.578997,0.03780759,0.4635208,-0.1830738,-0.10858602
0.21164697,0.00031285247,0.03413662,-0.018894643,-0.048968684
